MesAno;Regiao;Consumo;TEMPERATURA MEDIA, MENSAL (AUT)(°C);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);Recomendacao
2004-09;Nordeste;1041242,5;24,43;675,8;3,9368421052631577;Energia Hidrelétrica / PCH (alta precipitação favorável)
2004-09;Norte;351459,30000000005;26,53333333333333;55,6;2,0;Energia Solar Fotovoltaica (condições ótimas)
2004-10;Centro-Oeste;529450,1;26,10909090909091;1399,4;1,9666666666666668;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2004-10;Nordeste;1046248,8;25,415;773,4;4,121052631578947;Energia Hidrelétrica / PCH (alta precipitação favorável)
2004-10;Norte;353206,6;27,1;76,0;2,05;Energia Solar Fotovoltaica (condições ótimas)
2004-10;Sudeste;3608129,9;22,885714285714283;554,6;2,9125;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2004-10;Sul;1069478,3;17,6;199,0;2,45;Energia de Biomassa (região com potencial agrícola)
2004-11;Sul;1071489,9;19,6;268,4;2,35;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2004-11;Sudeste;3608514,9;23,266666666666666;245,8;2,5625;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2004-11;Centro-Oeste;505694,4;25,41;1162,0;1,89;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2004-11;Nordeste;1083211,6;26,0;1388,0;3,85;Energia Hidrelétrica / PCH (alta precipitação favorável)
2004-11;Norte;362279,3;27,3;7,2;3,0;Energia Solar Fotovoltaica (condições ótimas)
2004-12;Centro-Oeste;513252,4;25,181818181818183;1976,8;1,75;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2004-12;Nordeste;1104220,2;26,6;468,2000000000001;3,235294117647059;Energia Hidrelétrica / PCH (alta precipitação favorável)
2004-12;Norte;355893,7;26,75;54,4;2,5;Energia Solar Fotovoltaica (condições ótimas)
2004-12;Sudeste;3569437,9;24,008333333333336;1436,2;1,95;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2004-12;Sul;1100567,1;22,4;105,4;2,8;Energia de Biomassa (região com potencial agrícola)
2005-01;Sudeste;3873894,3;23,892857142857142;3997,4;1,8583333333333332;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-01;Sul;1194715,8;25,766666666666666;253,4;2,2333333333333334;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-01;Norte;355959,6;26,6;657,0;1,65;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-01;Centro-Oeste;526993,9;24,9;2272,0;1,7916666666666667;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-01;Nordeste;1166974,2;26,88571428571429;912,4;3,0157894736842104;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-02;Centro-Oeste;511087,2;25,30909090909091;762,0;1,77;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-02;Nordeste;1132479,4;26,63809523809524;828,4;2,9857142857142858;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-02;Norte;336135,2;26,1;0,0;1,45;Energia Solar Fotovoltaica (condições ótimas)
2005-02;Sudeste;3616966,9;23,586666666666662;979,4;1,8692307692307693;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-02;Sul;1161664,3;24,7;290,8;2,333333333333333;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-03;Sul;1155063,5;23,666666666666668;402,8;2,3000000000000003;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-03;Sudeste;3711050,5;23,773333333333333;1977,6;1,8615384615384616;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-03;Norte;341724,5;26,0;789,4000000000001;1,4;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-03;Centro-Oeste;520203,2;24,816666666666663;1979,2;1,6272727272727272;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-03;Nordeste;1137173,9;26,39565217391305;2716,6;2,4909090909090907;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-04;Centro-Oeste;531746,5;24,966666666666665;464,4;1,7999999999999998;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-04;Nordeste;1145853,6;25,282608695652176;2258,8;2,5105263157894737;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-04;Norte;350369,2;25,9;356,79999999999995;1,3;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-04;Sudeste;3923735,0;23,25714285714286;879,4;1,7;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-04;Sul;1180033,9;27,1;179,0;1,7;Energia de Biomassa (região com potencial agrícola)
2005-05;Sul;1099102,0;20,33333333333333;46,2;1,5;Energia de Biomassa (região com potencial agrícola)
2005-05;Sudeste;3655561,3;20,67142857142857;831,6;1,8692307692307693;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-05;Centro-Oeste;505927,3;23,7;51,2;1,9666666666666663;"Energia Solar Fotovoltaica (condições ótimas); Energia de Biomassa (região com potencial agrícola)"
2005-05;Nordeste;1118875,8;24,588461538461537;1763,4;2,9571428571428573;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-05;Norte;338681,0;25,9;0,0;1,8;Energia Solar Fotovoltaica (condições ótimas)
2005-06;Centro-Oeste;517429,1;22,75555555555556;100,8;1,9888888888888887;Energia de Biomassa (região com potencial agrícola)
2005-06;Nordeste;1071456,8;23,69090909090909;3193,2;2,884210526315789;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-06;Norte;352715,7;26,3;142,8;2,1;Energia Solar Fotovoltaica (alternativa viável para todas as regiões)
2005-06;Sudeste;3710837,3;19,6;561,0;1,7666666666666666;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-06;Sul;1124218,9;20,08;137,4;2,25;Energia de Biomassa (região com potencial agrícola)
2005-07;Centro-Oeste;501666,5;22,4;19,8;2,1888888888888887;"Energia Solar Fotovoltaica (condições ótimas); Energia de Biomassa (região com potencial agrícola)"
2005-07;Nordeste;1047171,8;21,55625;768,8;3,033333333333333;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-07;Norte;356661,3;27,25;179,4;1,65;Energia Solar Fotovoltaica (alternativa viável para todas as regiões)
2005-07;Sudeste;3626333,3;18,546666666666667;458,4;1,984615384615385;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-07;Sul;1112987,6;16,183333333333334;357,4;2,56;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-08;Centro-Oeste;507765,4;24,508333333333336;157,0;2,091666666666667;Energia de Biomassa (região com potencial agrícola)
2005-08;Nordeste;1071288,7;23,927777777777777;1072,2;3,546666666666667;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-08;Norte;360832,6;27,950000000000003;83,80000000000001;1,9;Energia Solar Fotovoltaica (condições ótimas)
2005-08;Sudeste;3635143,4;20,986666666666668;139,6;2,1357142857142857;Energia de Biomassa (região com potencial agrícola)
2005-08;Sul;1129754,0;18,4;240,6;3,16;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-09;Sul;1130082,2;17,183333333333334;79,6;2,78;Energia de Biomassa (região com potencial agrícola)
2005-09;Sudeste;3819948,1;21,185714285714287;303,79999999999995;2,4;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-09;Norte;381555,0;27,866666666666664;47,8;2,0;Energia Solar Fotovoltaica (condições ótimas)
2005-09;Centro-Oeste;539782,9;24,37142857142857;408,0;2,4714285714285715;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-09;Nordeste;1077986,3;24,928571428571427;148,2;3,2;Energia Solar Fotovoltaica (alternativa viável para todas as regiões)
2005-10;Centro-Oeste;546683,4;26,684615384615384;412,8;1,9538461538461536;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-10;Nordeste;1112111,1;25,776;500,80000000000007;3,1958333333333333;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-10;Norte;372756,5;28,0;278,6;1,9333333333333331;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-10;Sudeste;3773673,1;24,35333333333333;399,0;2,1307692307692307;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-10;Sul;1112763,3;20,166666666666668;251,6;2,76;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-11;Sul;1116744,9;21,26;278,8;3,05;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-11;Sudeste;3774517,7;22,08333333333333;0,0;1,9125;"Energia Solar Fotovoltaica (condições ótimas); Energia de Biomassa (região com potencial agrícola)"
2005-11;Nordeste;1149668,2;25,621052631578948;1028,6;3,2;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-11;Centro-Oeste;550947,7999999999;24,827272727272728;943,2;1,875;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-11;Norte;384562,1;27,8;0,0;1,9;Energia Solar Fotovoltaica (condições ótimas)
2005-12;Centro-Oeste;528775,1;24,40714285714285;3292,4;1,9214285714285717;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-12;Nordeste;1161649,1;25,55;2202,2;2,55;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-12;Norte;360952,9;26,85;754,8;1,1;Energia Hidrelétrica / PCH (alta precipitação favorável)
2005-12;Sudeste;3869508,3;22,6;2209,0;1,9416666666666669;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2005-12;Sul;1156844,2;23,14;723,4;2,7;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-01;Sul;1217744,5;25,26;695,2;2,44;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-01;Sudeste;3895001,6;24,1;1949,4;1,7846153846153845;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-01;Norte;352085,9;27,5;0,0;1,1;Energia Solar Fotovoltaica (condições ótimas)
2006-01;Centro-Oeste;527223,7;25,142857142857142;1783,4;1,907692307692308;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-01;Nordeste;1175576,2;25,92;1072,4;2,911111111111111;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-02;Centro-Oeste;533084,2;24,72307692307692;0,0;1,676923076923077;"Energia Solar Fotovoltaica (condições ótimas); Energia de Biomassa (região com potencial agrícola)"
2006-02;Nordeste;1126753,5;26,24761904761905;0,0;2,43;Energia Solar Fotovoltaica (condições ótimas)
2006-02;Norte;343002,3;27,700000000000003;0,0;1,15;Energia Solar Fotovoltaica (condições ótimas)
2006-02;Sudeste;3891194,9;24,5;0,0;1,75;"Energia Solar Fotovoltaica (condições ótimas); Energia de Biomassa (região com potencial agrícola)"
2006-02;Sul;1237780,7;24,42;0,0;2,24;"Energia Solar Fotovoltaica (condições ótimas); Energia de Biomassa (região com potencial agrícola)"
2006-03;Sul;1206397,2;23,45;720,1999999999999;2,28;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-03;Sudeste;4121516,5;23,571428571428573;2327,4;1,4;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-03;Centro-Oeste;531347,1;24,66923076923077;2768,6;1,6307692307692307;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-03;Nordeste;1204843,1;25,517391304347825;3181,4;2,0789473684210527;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-03;Norte;344412,8;26,4;614,5999999999999;1,5;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-04;Centro-Oeste;555793,7999999999;24,03333333333333;0,0;1,7166666666666668;"Energia Solar Fotovoltaica (condições ótimas); Energia de Biomassa (região com potencial agrícola)"
2006-04;Nordeste;1183946,0;24,7;0,0;2,1842105263157894;Energia Solar Fotovoltaica (condições ótimas)
2006-04;Norte;348151,7;26,35;0,0;1,25;Energia Solar Fotovoltaica (condições ótimas)
2006-04;Sudeste;3957603,7;22,00714285714286;0,0;1,3545454545454545;"Energia Solar Fotovoltaica (condições ótimas); Energia de Biomassa (região com potencial agrícola)"
2006-04;Sul;1184330,6;20,516666666666666;0,0;1,9666666666666668;Energia de Biomassa (região com potencial agrícola)
2006-05;Sudeste;3811707,8;19,264285714285712;0,0;0,9;Energia de Biomassa (região com potencial agrícola)
2006-05;Sul;1096409,5;17,333333333333332;0,0;;Energia de Biomassa (região com potencial agrícola)
2006-05;Norte;345137,5;26,05;0,0;;Energia Solar Fotovoltaica (condições ótimas)
2006-05;Centro-Oeste;527020,4;21,84166666666667;0,0;;Energia de Biomassa (região com potencial agrícola)
2006-05;Nordeste;1153080,4;23,32631578947368;0,0;;Energia Solar Fotovoltaica (condições ótimas)
2006-06;Centro-Oeste;514691,7;22,1;124,6;2,1166666666666667;Energia de Biomassa (região com potencial agrícola)
2006-06;Nordeste;1120204,1;22,247619047619047;2672,8;2,75625;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-06;Norte;355133,19999999995;26,9;210,6;1,4;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-06;Sudeste;3828065,9;18,68235294117647;302,4;1,81875;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-06;Sul;1145519,9;17,1;462,6;2,557142857142857;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-07;Sul;1138292,5;17,44;550,4;2,3000000000000003;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-07;Sudeste;3768572,2;19,242857142857144;348,0;1,6764705882352942;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-07;Norte;369331,7;27,066666666666663;188,8;1,3333333333333333;Energia Solar Fotovoltaica (alternativa viável para todas as regiões)
2006-07;Centro-Oeste;511993,0;22,566666666666663;132,2;2,075;Energia de Biomassa (região com potencial agrícola)
2006-07;Nordeste;1104726,1;22,78695652173913;1152,0;2,716666666666667;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-08;Centro-Oeste;534089,0;24,12;193,0;2,2444444444444445;Energia de Biomassa (região com potencial agrícola)
2006-08;Nordeste;1108110,0;23,072;932,2;2,79;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-08;Norte;372153,6;27,53333333333333;330,0;1,5666666666666669;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-08;Sudeste;3774739,4;20,678571428571427;485,0;2,1166666666666667;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-08;Sul;1150879,7;16,688888888888886;379,2;2,322222222222222;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-09;Sul;1140225,4;17,04;1395,8;2,51;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-09;Sudeste;3888549,5;20,63684210526316;2749,6;2,5166666666666666;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-09;Centro-Oeste;563954,6;24,684615384615384;487,2000000000001;2,4222222222222225;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-09;Nordeste;1137729,3;23,846153846153847;1295,2;3,005263157894737;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-09;Norte;397911,7;27,933333333333334;185,8;1,7666666666666666;Energia Solar Fotovoltaica (alternativa viável para todas as regiões)
2006-10;Centro-Oeste;563013,1;24,764285714285712;2729,8;1,8357142857142856;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-10;Nordeste;1189699,5;24,97037037037037;1796,4;2,9428571428571426;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-10;Norte;397548,6;28,4;226,2;1,8666666666666665;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-10;Sudeste;3901043,1;22,05434782608696;5343,8;2,4953488372093022;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-10;Sul;1130931,6;20,616666666666667;1370,4;2,6416666666666666;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-11;Sul;1203159,6;21,226666666666667;2328,6;2,723076923076923;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-11;Norte;402093,2;27,23333333333333;703,2;1,5666666666666669;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-11;Sudeste;3997650,5;22,50980392156863;10211,2;2,546;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-11;Centro-Oeste;582829,6;25,316666666666663;2957,0;1,9130434782608696;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-11;Nordeste;1252975,5;25,16923076923077;2125,8;2,785;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-12;Centro-Oeste;556938,9;25,00714285714286;6676,8;1,7884615384615383;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-12;Nordeste;1218118,2;25,992;1511,4;2,731578947368421;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-12;Norte;380070,6;26,9;876,2;1,475;Energia Hidrelétrica / PCH (alta precipitação favorável)
2006-12;Sudeste;4016722,8;23,18947368421053;12249,8;2,375471698113208;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2006-12;Sul;1195034,2;23,75909090909091;2468,4;2,663636363636364;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-01;Sul;1327669,0;23,35833333333333;4390,2;2,529166666666667;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-01;Sudeste;4183534,0;23,40363636363637;15324,0;2,169811320754717;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-01;Norte;377018,0;26,8;1128,8;1,4;Energia Hidrelétrica / PCH (alta precipitação favorável)
2007-01;Nordeste;1259580,0;26,476923076923075;2292,8;2,92;Energia Hidrelétrica / PCH (alta precipitação favorável)
2007-01;Centro-Oeste;562552,0;25,08125;8003,0;1,81875;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-02;Centro-Oeste;550066,0;24,803125;7003,8;1,8212121212121213;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-02;Nordeste;1208193,0;25,485185185185188;3294,6;2,431578947368421;Energia Hidrelétrica / PCH (alta precipitação favorável)
2007-02;Norte;364503,0;25,557142857142857;2205,0;1,3285714285714287;Energia Hidrelétrica / PCH (alta precipitação favorável)
2007-02;Sudeste;4000465,0;23,72203389830508;7841,8;2,1928571428571426;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-02;Sul;1269714,0;23,3;4035,6;2,590909090909091;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-03;Sul;1275474,0;23,412;4143,4;2,1958333333333333;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-03;Sudeste;4219240,0;24,433898305084742;4329,6;1,9722222222222223;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-03;Nordeste;1194430,0;25,335714285714285;2580,4;2,382608695652174;Energia Hidrelétrica / PCH (alta precipitação favorável)
2007-03;Centro-Oeste;552290,0;25,48125;3387,4;1,628125;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-03;Norte;352883,0;25,942857142857143;1722,6;1,0857142857142856;Energia Hidrelétrica / PCH (alta precipitação favorável)
2007-04;Sul;1291818,0;21,159259259259255;3194,8;2,311111111111111;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2007-04;Centro-Oeste;596991,0;25,015625;2428,2;1,615625;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
